Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Little League World Series Baseball: Double Play,DS,2010.0,Sports,0.07,,,7.13,,E
Hakuouki DS,DS,2010.0,Adventure,0.07,,,,,
Buster Bros. Collection,PS,1997.0,Puzzle,0.07,,,,,
Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,0.07,50.0,23.0,6.2,12.0,T
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,0.07,,,,,
Grease Dance,PS3,2011.0,Misc,0.07,,,7.13,,T
Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,0.07,,,,,
Futurama,PS2,2003.0,Platform,0.07,59.0,22.0,6.6,14.0,T
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,0.07,,,,,
The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,0.07,36.0,7.0,2.4,15.0,T
Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,0.07,,,7.13,,E
Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,0.07,75.0,13.0,7.9,8.0,E
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,0.07,,,,,
Superman Returns,DS,2006.0,Action,0.07,33.0,8.0,4.9,13.0,E
My First Songs,Wii,2010.0,Misc,0.07,,,,,
Super Ghouls 'n Ghosts,GBA,2002.0,Platform,0.07,78.0,19.0,8.8,4.0,E
Boxing,PS,2000.0,Fighting,0.07,,,,,
NHL Open Ice,PS,1996.0,Sports,0.07,,,,,
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,0.07,60.0,13.0,8.0,5.0,E10+
Gundam Battle Tactics,PSP,2005.0,Action,0.07,,,,,
Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,0.07,,,,,
Need for Speed Underground 2,PC,2004.0,Racing,0.07,82.0,31.0,8.5,407.0,T
Sky Gunner,PS2,2001.0,Action,0.07,,,,,
And1 Streetball,XB,2006.0,Action,0.07,,,,,
Gladius,GC,2003.0,Strategy,0.07,82.0,19.0,8.8,12.0,T
The Hustle: Detroit Streets,PSP,2005.0,Sports,0.07,51.0,11.0,5.3,4.0,T
PhotoKano,PSV,2013.0,Adventure,0.07,,,,,
Warriors Orochi 3,PSV,2013.0,Action,0.07,,,,,
Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,0.07,,,,,
Blood Drive,PS3,2010.0,Racing,0.07,47.0,11.0,7.0,5.0,M
Again,DS,2009.0,Adventure,0.07,,,,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013.0,Sports,0.07,,,,,
Summon Night 4,PSP,2012.0,Role-Playing,0.07,,,,,
Escape Dead Island,PS3,2014.0,Action,0.07,40.0,25.0,3.5,51.0,M
Torchlight,PC,2009.0,Role-Playing,0.07,83.0,57.0,8.0,794.0,T
Pac-Man World 3,PSP,2005.0,Platform,0.07,61.0,9.0,6.0,4.0,E
Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,0.07,70.0,14.0,8.2,5.0,T
Hero Bank,3DS,2014.0,Role-Playing,0.07,,,,,
Disney's Planes,3DS,2013.0,Simulation,0.07,,,4.3,6.0,E
Winx Club,GBA,2005.0,Shooter,0.07,,,7.13,,E
World Party Games,Wii,2009.0,Misc,0.07,,,7.13,,E
Classic Road,PS,1995.0,Sports,0.07,,,,,
Cartoon Network: Punch Time Explosion XL,X360,2011.0,Fighting,0.07,,,,,
Utawarerumono: Itsuwari no Kamen,PSV,2015.0,Adventure,0.07,,,,,
Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,0.07,49.0,24.0,5.5,6.0,T
My Fun Facts Coach,DS,2008.0,Misc,0.07,,,7.13,,E
The Idolm@ster: Live for You!,X360,2008.0,Misc,0.07,,,,,
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,0.07,,,,,
Smashing Drive,GC,,Racing,0.07,47.0,18.0,5.2,6.0,T
Open Season,PSP,2006.0,Platform,0.07,,,7.13,,E10+
Mega Man Xtreme,GB,2000.0,Platform,0.07,,,,,
America's Next Top Model,Wii,2010.0,Action,0.07,,,7.13,,E10+
Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,0.07,75.0,9.0,7.13,,E
F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,0.07,79.0,49.0,7.8,520.0,M
Margot's Word Brain,DS,2008.0,Puzzle,0.07,,,7.13,,E10+
Toy Soldiers: War Chest,PS4,2015.0,Action,0.07,62.0,19.0,7.7,61.0,
Godai: Elemental Force,PS2,2002.0,Action,0.07,27.0,10.0,3.8,19.0,T
Chronicles of Mystery: The Secret Tree of Life,DS,2011.0,Adventure,0.07,78.0,4.0,7.13,,E10+
Still Life,XB,2005.0,Adventure,0.07,70.0,29.0,8.2,5.0,M
Big Mutha Truckers 2,XB,2005.0,Racing,0.07,50.0,31.0,3.4,5.0,M
Hang On GP,SAT,1995.0,Racing,0.07,,,,,
Uprising X,PS,1998.0,Action,0.07,,,,,
SpongeBob's Truth or Square,X360,2009.0,Action,0.07,,,6.5,15.0,E
Mega Man Xtreme 2,GB,2001.0,Platform,0.07,,,,,
"Sesame Street: Ready, Set, Grover!",DS,2011.0,Misc,0.07,,,,,
I-Ninja,XB,2003.0,Platform,0.07,75.0,18.0,8.4,8.0,T
Sigma Harmonics,DS,2008.0,Role-Playing,0.07,,,,,
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,0.07,,,,,
The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,0.07,82.0,42.0,8.6,199.0,T
Kessen III,PS2,2004.0,Strategy,0.07,73.0,26.0,8.1,20.0,T
Learn Geography,DS,2009.0,Misc,0.07,,,7.13,,E
Harlem Globetrotters: World Tour,DS,2006.0,Sports,0.07,,,7.13,,E
The King of Fighters Collection: The Orochi Saga,PSP,2008.0,Fighting,0.07,61.0,16.0,7.0,9.0,T
Summon Night,DS,2008.0,Role-Playing,0.07,,,,,
Aero Elite: Combat Academy,PS2,2002.0,Simulation,0.07,64.0,18.0,7.0,8.0,E
"3 in 1: Solitaire, Mahjong & Tangram",DS,2010.0,Misc,0.07,,,,,
Wrath Unleashed,PS2,2004.0,Strategy,0.07,64.0,25.0,6.0,6.0,T
Beyond Good & Evil,GC,2003.0,Adventure,0.07,,,,,
Divinity II: Ego Draconis,PC,2009.0,Role-Playing,0.07,72.0,43.0,7.7,125.0,M
Pong / Asteroids / Yars' Revenge,GBA,2005.0,Misc,0.07,,,7.13,,E
Commandos 2: Men of Courage,XB,2002.0,Strategy,0.07,67.0,12.0,8.4,5.0,T
Emergency 2012,PC,2010.0,Simulation,0.07,61.0,9.0,6.2,12.0,T
Winter Sports 2: The Next Challenge,X360,2008.0,Sports,0.07,41.0,8.0,7.13,,E
NOëL: La Neige,PS,1998.0,Adventure,0.07,,,,,
Busou Shinki: Battle Masters,PSP,2010.0,Action,0.07,,,,,
Overlord: Minions,DS,2009.0,Puzzle,0.07,58.0,22.0,5.5,4.0,E10+
Roll Away,PS,1998.0,Puzzle,0.07,,,,,
Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,0.07,,,,,
Fairy Fencer F: Advent Dark Force,PS4,2015.0,Role-Playing,0.07,71.0,21.0,6.2,34.0,T
Harukanaru Toki no Naka de 4,PS2,2008.0,Adventure,0.07,,,,,
Roogoo Attack!,DS,2009.0,Puzzle,0.07,68.0,13.0,7.13,,E
Maximum Chase,XB,2002.0,Racing,0.07,56.0,13.0,7.13,,T
Prey the Stars,DS,2008.0,Action,0.07,66.0,12.0,7.13,,E
Winning Post 7 2012,PS3,2012.0,Sports,0.07,,,,,
Spot Goes to Hollywood,PS,1996.0,Platform,0.07,,,,,
G Darius,PS,1997.0,Shooter,0.07,,,,,
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,0.07,,,,,
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,0.07,,,,,
Alvin and the Chipmunks,PS2,2007.0,Misc,0.07,33.0,5.0,4.5,6.0,E
Hearts of Iron III,PC,2009.0,Strategy,0.07,77.0,23.0,7.1,233.0,E10+
Picture Perfect Hair Salon,DS,2009.0,Simulation,0.07,,,7.13,,E
River King: Mystic Valley (US sales),DS,2007.0,Sports,0.07,,,,,
Kengo: Legend of The 9,X360,2006.0,Fighting,0.07,38.0,18.0,4.1,14.0,M
Romance of the Three Kingdoms XI,PS2,2007.0,Strategy,0.07,69.0,10.0,8.4,8.0,E10+
Hammerin' Hero,PSP,2008.0,Action,0.07,73.0,19.0,7.3,8.0,E10+
Model * Oshare Audition: Dream Girl,3DS,2013.0,Misc,0.07,,,,,
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010.0,Adventure,0.07,,,,,
Dark Souls III,PC,2016.0,Role-Playing,0.07,89.0,56.0,8.6,1848.0,M
Petz Fantasy 3D,3DS,2011.0,Simulation,0.07,,,7.13,,E
WRC 2: FIA World Rally Championship,X360,2011.0,Racing,0.07,,,,,
Archer Maclean's 3D Pool,GBA,2003.0,Misc,0.07,,,,,
Tak: The Great Juju Challenge,XB,2005.0,Platform,0.07,75.0,19.0,7.13,,E
TMNT: Mutant Melee,GC,2005.0,Fighting,0.07,44.0,16.0,2.8,4.0,T
Combat: Task Force 121,XB,2005.0,Shooter,0.07,44.0,9.0,8.5,4.0,M
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,0.07,,,,,
Goosebumps HorrorLand,PS2,2008.0,Adventure,0.07,,,7.13,,E10+
Exhibition Volume 4,XB,2003.0,Misc,0.07,,,,,
Viewpoint,PS,1995.0,Shooter,0.07,,,,,
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008.0,Adventure,0.07,,,,,
Disney's Donald Duck Advance,GBA,2001.0,Platform,0.07,,,,,
Stacked with Daniel Negreanu,PS2,2006.0,Misc,0.07,63.0,23.0,5.3,7.0,T
Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,0.07,,,,,
The Rub Rabbits!,DS,2005.0,Puzzle,0.07,,,,,
Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,0.07,,,7.13,,E
Let's Ride! Friends Forever,DS,2008.0,Adventure,0.07,,,,,
Circus Maximus: Chariot Wars,XB,2002.0,Racing,0.07,67.0,26.0,5.0,4.0,T
Squishy Tank,DS,2010.0,Puzzle,0.07,,,7.13,,E
Dungeon Maker II: The Hidden War,PSP,2007.0,Role-Playing,0.07,,,7.13,,E10+
Discovery Kids: Parrot Pals,DS,2009.0,Simulation,0.07,,,7.13,,E
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,0.07,,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009.0,Strategy,0.07,,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,0.07,,,,,
Elements of Destruction,DS,2007.0,Strategy,0.07,,,7.13,,E10+
Serious Sam: Next Encounter,PS2,2004.0,Shooter,0.07,65.0,27.0,7.8,17.0,M
Eiken DS,DS,2007.0,Misc,0.07,,,,,
Game Center CX: Arino no Chousenjou 2,DS,2009.0,Action,0.07,,,,,
Tom Clancy's Ghost Recon 2,GC,2005.0,Shooter,0.07,54.0,10.0,1.4,11.0,T
E.X. Troopers,3DS,2012.0,Shooter,0.07,,,,,
The Croods: Prehistoric Party!,Wii,2013.0,Misc,0.07,,,,,
J Legend Retsuden,3DS,2013.0,Misc,0.07,,,,,
SpongeBob's Truth or Square,PSP,2009.0,Action,0.07,,,7.13,,E
Port Royale 3,PS3,,Simulation,0.07,,,8.9,9.0,T
Monster Racers,DS,2009.0,Racing,0.07,70.0,5.0,9.0,5.0,E
The King of Fighters: Evolution,DC,2000.0,Fighting,0.07,,,,,
DS Uranai Seikatsu,DS,2009.0,Misc,0.07,,,,,
Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,0.07,,,,,
Pro Farm 1,PC,2011.0,Simulation,0.07,,,,,
Pitfall: The Lost Expedition,GBA,2003.0,Platform,0.07,66.0,13.0,7.13,,E
Rock Band Country Track Pack 2,PS3,2011.0,Misc,0.07,,,7.13,,E10+
Speed Zone,Wii,2009.0,Racing,0.07,37.0,14.0,3.8,11.0,E
All-Star Baseball 2004,GBA,2003.0,Sports,0.07,,,,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,0.07,,,,,
Jewel Time Deluxe,DS,2011.0,Puzzle,0.07,,,7.13,,E
James Cameron's Dark Angel,XB,2002.0,Action,0.07,47.0,17.0,8.3,6.0,T
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,0.07,,,,,
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,0.07,37.0,19.0,5.9,10.0,M
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,0.07,,,,,
Generator Rex: Agent of Providence,PS3,2011.0,Action,0.07,,,7.13,,E10+
Alexi Lalas International Soccer,PS,1998.0,Sports,0.07,,,,,
Dream Trigger 3D,3DS,,Shooter,0.07,54.0,24.0,6.3,29.0,E
Monster Rancher Battle Card: Episode II,PS,2000.0,Action,0.07,,,,,
NCAA College Football 2K3,GC,2002.0,Sports,0.07,70.0,7.0,7.13,,E
Karaoke Revolution Party,GC,2005.0,Misc,0.07,80.0,22.0,7.13,,E10+
Crayola: Colorful Journey,Wii,2009.0,Misc,0.07,,,7.13,,E
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,0.07,,,,,
Jumper: Griffin's Story,PS2,2008.0,Action,0.07,,,4.2,5.0,T
Operation Darkness,X360,2007.0,Role-Playing,0.07,46.0,22.0,7.0,21.0,M
Emily the Strange: Strangerous,DS,2011.0,Action,0.07,,,7.13,,E10+
Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,0.07,,,,,
Galerians: Ash,PS2,2002.0,Adventure,0.07,50.0,22.0,7.9,11.0,T
Dead Island: Riptide,PC,,Action,0.07,61.0,35.0,6.0,441.0,M
Jimmie Johnson's Anything With an Engine,Wii,2011.0,Racing,0.07,,,7.13,,E10+
R-Type Command,PSP,2007.0,Strategy,0.07,69.0,29.0,6.5,6.0,E10+
Yoostar on MTV,X360,,Misc,0.07,49.0,4.0,7.13,,T
Just Dance: Disney Party 2,XOne,2015.0,Action,0.07,,,7.13,,E
Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,0.07,,,,,
Haunting Ground,PS2,2005.0,Action,0.07,67.0,33.0,8.8,44.0,M
Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006.0,Misc,0.07,,,,,
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005.0,Misc,0.07,,,,,
Grand Kingdom,PS4,2015.0,Role-Playing,0.07,78.0,33.0,8.1,63.0,T
Robocalypse,DS,2008.0,Strategy,0.07,78.0,15.0,8.6,18.0,E10+
Vampire Knight DS,DS,2009.0,Adventure,0.07,,,,,
Disney Sports Skateboarding,GBA,2002.0,Sports,0.07,42.0,6.0,7.13,,E
Homie Rollerz,DS,2008.0,Racing,0.07,23.0,9.0,2.4,12.0,E
Let's Paint,Wii,2010.0,Simulation,0.07,,,7.13,,E
Rugby League 3,Wii,2010.0,Sports,0.07,,,,,
Magi: The Labyrinth of Beginning,3DS,2013.0,Role-Playing,0.07,,,,,
Escape Dead Island,X360,2014.0,Action,0.07,32.0,12.0,3.8,74.0,M
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005.0,Action,0.07,50.0,22.0,7.0,25.0,T
The Croods: Prehistoric Party!,DS,2013.0,Misc,0.07,,,,,
I Don't Have Many Friends Portable,PSP,2012.0,Adventure,0.07,,,,,
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,0.07,,,8.3,37.0,E
Jewel Link Chronicles: Legend of Athena,DS,2011.0,Puzzle,0.07,,,,,
CSI: Dark Motives,DS,2007.0,Adventure,0.07,,,6.7,6.0,T
Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,0.07,,,,,
Loons: The Fight For Fame,XB,2002.0,Action,0.07,,,,,
Romance of the Three Kingdoms IX,PS2,2003.0,Strategy,0.07,74.0,17.0,8.9,10.0,E
Second Sight,XB,2004.0,Adventure,0.07,75.0,46.0,8.0,6.0,T
Metal Gear Solid,GB,2000.0,Action,0.07,,,,,
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015.0,Role-Playing,0.07,,,,,
Totaled!,XB,2002.0,Racing,0.07,,,,,
Bleach: Heat the Soul 3,PSP,2006.0,Fighting,0.07,,,,,
Ecco: The Tides of Time,GEN,1993.0,Adventure,0.07,,,,,
Make 10: A Journey of Numbers,DS,2007.0,Puzzle,0.07,,,,,
Fantasy Aquarium by DS,DS,2008.0,Simulation,0.07,,,,,
Rock Band Track Pack: Classic Rock,X360,2009.0,Misc,0.07,70.0,6.0,7.13,,T
Operation Flashpoint: Red River,PC,2011.0,Shooter,0.07,67.0,25.0,4.9,103.0,M
Machine Head,PS,1996.0,Shooter,0.07,,,,,
Vanguard Bandits,PS,1998.0,Strategy,0.07,62.0,5.0,7.4,15.0,T
MLB Front Office Manager,X360,2009.0,Sports,0.07,47.0,13.0,4.6,10.0,E
Lost Heroes,PSP,2012.0,Role-Playing,0.07,,,,,
Vampire Legends: Power of Three,DS,2010.0,Adventure,0.07,,,7.13,,E
Child of Light,PSV,2014.0,Role-Playing,0.07,83.0,14.0,7.8,108.0,E10+
The Legend of Heroes VII: The Trail of Zero,PSV,2012.0,Role-Playing,0.07,,,,,
Shin Chan Contra ¡Los Plastas!,DS,2009.0,Platform,0.07,,,,,
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014.0,Adventure,0.07,,,,,
Silent Hill: Origins,PS2,2008.0,Action,0.07,70.0,21.0,7.4,59.0,M
Blast Radius,PS,1998.0,Action,0.07,,,,,
ESPN National Hockey Night,PS2,2001.0,Sports,0.07,44.0,10.0,7.13,,E
Tornado,DS,,Action,0.07,44.0,26.0,7.13,,E
Cut the Rope,3DS,2014.0,Puzzle,0.07,,,7.13,,E
Resident Evil: Revelations 2,X360,2015.0,Action,0.07,,,6.6,48.0,M
Pro Yaky? Spirits 2011,3DS,2011.0,Sports,0.07,,,,,
Taz Wanted,XB,2002.0,Platform,0.07,62.0,8.0,7.13,,E
Disaster: Day of Crisis,Wii,2008.0,Action,0.07,69.0,21.0,,,
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009.0,Sports,0.07,,,,,
Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,0.07,59.0,11.0,6.0,5.0,E
McFarlane's Evil Prophecy,PS2,,Action,0.07,34.0,28.0,3.2,5.0,M
IA/VT Colorful,PSV,2015.0,Misc,0.07,,,,,
We Sing Rock!,Wii,2011.0,Misc,0.07,,,,,
Wallace & Gromit in Project Zoo,GC,2003.0,Platform,0.07,,,,,
Shadowgate 64: Trials of the Four Towers,N64,1999.0,Adventure,0.07,,,,,
Super Robot Spirits,N64,1998.0,Fighting,0.07,,,,,
Mia Hamm Soccer 64,N64,2000.0,Sports,0.07,,,,,
John Madden Football,SNES,1991.0,Sports,0.07,,,,,
Caesars Palace Advance: Millennium Gold Edition,GBA,2001.0,Misc,0.07,,,,,
Aero Gauge,N64,1997.0,Racing,0.07,,,,,
Battlezone: Rise of the Black Dogs,N64,2000.0,Strategy,0.07,,,,,
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992.0,Fighting,0.07,,,,,
Moxie Girlz,DS,2011.0,Misc,0.07,,,7.13,,E
Damnation,X360,2009.0,Shooter,0.07,36.0,39.0,5.6,50.0,M
Samurai Warriors,XB,2004.0,Action,0.07,71.0,20.0,9.0,5.0,T
GunParade Orchestra: Shiro no Shou,PS2,2006.0,Adventure,0.07,,,,,
Rec Room Games,DS,2011.0,Sports,0.07,,,7.13,,E
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009.0,Action,0.07,,,,,
FIFA Soccer 2004,GC,2003.0,Sports,0.07,83.0,17.0,6.2,12.0,E
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013.0,Strategy,0.07,,,,,
Record of Agarest War,PS3,2007.0,Role-Playing,0.07,67.0,7.0,6.8,34.0,T
SNK Arcade Classics Vol. 1,Wii,2008.0,Misc,0.07,73.0,18.0,8.0,4.0,T
Dave Mirra BMX Challenge,PSP,2006.0,Sports,0.07,32.0,11.0,4.6,10.0,E
Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,0.07,77.0,24.0,8.3,21.0,E
Tony Hawk's Pro Skater 5,X360,2015.0,Sports,0.07,,,2.8,10.0,T
Tales of Rebirth,PSP,2008.0,Role-Playing,0.07,,,,,
The Guy Game,XB,2004.0,Misc,0.07,47.0,20.0,5.4,7.0,M
Let's Ride! Dreamer,GBA,2005.0,Adventure,0.07,,,,,
Fantasia: Music Evolved,X360,2014.0,Misc,0.07,,,7.0,7.0,E10+
Tecmo's Deception,PS,1996.0,Role-Playing,0.07,,,,,
Point Blank DS (JP sales),DS,2006.0,Shooter,0.07,,,,,
Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,0.07,61.0,23.0,7.4,14.0,T
G-Saviour,PS2,2000.0,Action,0.07,,,,,
Open Season,Wii,2006.0,Platform,0.07,49.0,5.0,5.6,7.0,E10+
Gintama DS: Yorozuya Daisoudou,DS,2006.0,Action,0.07,,,,,
Drake of the 99 Dragons,XB,,Shooter,0.07,22.0,16.0,1.8,37.0,T
Dave Mirra BMX Challenge,Wii,2007.0,Sports,0.07,36.0,5.0,7.13,,E
BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,0.07,,,7.8,28.0,T
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010.0,Action,0.07,,,,,
Crimson Sea 2,PS2,2004.0,Action,0.07,75.0,27.0,8.3,6.0,T
Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,0.07,63.0,12.0,7.0,16.0,T
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008.0,Adventure,0.07,,,,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013.0,Action,0.07,,,,,
Ragnarok: Hikari to Yami no Koujo,PSP,2011.0,Role-Playing,0.07,,,,,
Saint Seiya: Brave Soldiers,PS3,2013.0,Fighting,0.07,55.0,32.0,7.4,45.0,
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,0.07,72.0,20.0,8.5,22.0,T
Digimon World Championship,DS,2008.0,Role-Playing,0.07,49.0,6.0,6.5,13.0,E
AMF Bowling Pinbusters!,DS,2008.0,Sports,0.07,,,,,
RayStorm,PS,1997.0,Shooter,0.07,79.0,7.0,7.8,4.0,E
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005.0,Platform,0.07,,,,,
Dynasty Warriors 8: Empires,XOne,2014.0,Action,0.07,58.0,10.0,6.8,15.0,T
Trick DS-han: Kakushi Kami no Sumukan,DS,2010.0,Misc,0.07,,,,,
Circuit Breakers,PS,1998.0,Racing,0.07,,,,,
Winter Sports 2011,Wii,2011.0,Sports,0.07,,,,,
futureU: The Prep Game for SAT,DS,2008.0,Misc,0.07,,,7.13,,E
Catwoman,GC,2004.0,Action,0.07,47.0,24.0,6.1,7.0,T
Colosseum: Road to Freedom,PS2,2005.0,Role-Playing,0.07,56.0,35.0,8.3,17.0,M
Tank! Tank! Tank!,WiiU,2012.0,Action,0.07,,,,,
Football Manager 2010,PC,2009.0,Sports,0.07,87.0,33.0,9.0,262.0,E
Target: Terror,Wii,2008.0,Shooter,0.07,33.0,19.0,2.7,16.0,M
Mugen Souls Z,PS3,2013.0,Role-Playing,0.07,57.0,26.0,6.4,56.0,T
BeatMania,PS2,2006.0,Simulation,0.07,67.0,30.0,8.9,11.0,E10+
Sprint Cars: Road to Knoxville,PS2,2005.0,Racing,0.07,,,7.13,,E
Guilty Gear Xrd -Revelator-,PS3,2016.0,Fighting,0.07,,,,,
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006.0,Action,0.07,,,,,
Shrek's Carnival Craze Party Games,PS2,2008.0,Misc,0.07,,,,,
Dream Dance & Cheer,Wii,2009.0,Misc,0.07,,,,,
Silpheed: The Lost Planet,PS2,2000.0,Shooter,0.07,72.0,12.0,7.5,4.0,T
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011.0,Sports,0.07,,,,,
Real Time Conflict: Shogun Empires,DS,2005.0,Strategy,0.07,35.0,6.0,5.6,11.0,E10+
Spartan: Total Warrior,GC,2005.0,Action,0.07,73.0,24.0,8.3,15.0,M
Pitfall: The Lost Expedition,XB,2004.0,Platform,0.07,73.0,35.0,7.8,4.0,E
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014.0,Action,0.07,,,,,
Fantastic Four,PS,1997.0,Action,0.07,,,,,
Yamaha Supercross,Wii,2009.0,Racing,0.07,,,7.13,,E
Petz: Hamsterz Bunch,PSP,2009.0,Simulation,0.07,,,7.13,,E
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007.0,Adventure,0.07,,,,,
River City Ransom EX,GBA,2004.0,Action,0.07,75.0,21.0,8.4,7.0,T
Bionicle Heroes,X360,2006.0,Shooter,0.07,59.0,26.0,5.9,22.0,E10+
San Goku Shi Taisen Ten,DS,2008.0,Strategy,0.07,,,,,
Ant Nation,DS,2009.0,Simulation,0.07,,,7.13,,E
Fable: The Lost Chapters,PC,2005.0,Role-Playing,0.07,83.0,54.0,8.7,489.0,M
Fairy Tail: Zelef Kakusei,PSP,2012.0,Action,0.07,,,,,
Strike Point,PS,1996.0,Simulation,0.07,,,,,
Crazy Taxi 2,DC,2001.0,Racing,0.07,82.0,18.0,8.1,29.0,T
The Sims 2: Seasons,PC,2007.0,Simulation,0.07,78.0,20.0,7.3,29.0,T
Dragon Slayer: The Legend of Heroes,SNES,1992.0,Role-Playing,0.07,,,,,
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993.0,Action,0.07,,,,,
Pizza Delivery Boy,Wii,2010.0,Simulation,0.07,,,7.13,,E
Tom and Jerry in War of the Whiskers,GC,2003.0,Fighting,0.07,,,,,
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010.0,Role-Playing,0.07,,,,,
Famicom Mini: Wrecking Crew,GBA,2004.0,Puzzle,0.07,,,,,
Suzumiya Haruhi no Gekidou,Wii,2009.0,Adventure,0.07,,,,,
Lost Heroes 2,3DS,2015.0,Action,0.07,,,,,
Heavenly Guardian,Wii,2007.0,Shooter,0.07,,,7.13,,E
Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,0.07,56.0,17.0,7.13,,E10+
The Testament of Sherlock Holmes,PC,2012.0,Adventure,0.07,73.0,18.0,8.0,128.0,M
Space Hulk: Vengeance of the Blood Angels,PS,1995.0,Shooter,0.07,,,,,
Robot Alchemic Drive,PS2,2002.0,Action,0.07,79.0,21.0,8.2,13.0,T
Alpha and Omega,DS,2010.0,Action,0.07,,,7.13,,E
Motor Toon Grand Prix (Japan),PS,1994.0,Racing,0.07,,,,,
Dino Master: Dig Discover Duel,DS,2005.0,Strategy,0.07,,,,,
Ken to Mahou to Gakuen Mono. 3,PS3,2010.0,Role-Playing,0.07,,,,,
Tomb Raider: Legend,DS,2006.0,Action,0.07,58.0,15.0,8.0,7.0,T
